ph,N,P,K,Moisture (%),Recommendations,Crop
7.121933578999999,63,41,45,30,"['Reduce N', 'Reduce P']",jute
6.207459637,86,40,39,30,['Reduce N'],jute
6.090060478,96,41,40,30,"['Reduce N', 'Reduce P']",jute
6.346715209,100,35,36,30,['Reduce N'],jute
6.661957897000001,63,37,43,30,['Reduce N'],jute
6.176860192,70,43,40,30,"['Reduce N', 'Reduce P']",jute
7.251847296,67,55,44,30,"['Reduce N', 'Reduce P']",jute
6.386259977999999,74,40,40,30,['Reduce N'],jute
7.319735475,89,53,44,30,"['Reduce N', 'Reduce P']",jute
6.025028997000001,74,46,45,30,"['Reduce N', 'Reduce P']",jute
6.344751947000001,89,41,38,30,"['Reduce N', 'Reduce P']",jute
7.02777956,60,55,40,30,"['Reduce N', 'Reduce P']",jute
7.299304715,67,43,38,30,"['Reduce N', 'Reduce P']",jute
7.014063944,70,38,35,30,['Reduce N'],jute
7.4880144039999985,74,49,38,30,"['Reduce N', 'Reduce P']",jute
6.626503893,90,40,39,30,['Reduce N'],jute
6.239011,82,35,44,30,['Reduce N'],jute
6.742688094,73,45,37,30,"['Reduce N', 'Reduce P']",jute
6.588017308,85,53,38,30,"['Reduce N', 'Reduce P']",jute
7.097586415,81,56,36,30,"['Reduce N', 'Reduce P']",jute
6.956682742999999,84,55,38,30,"['Reduce N', 'Reduce P']",jute
7.380396262,80,45,42,30,"['Reduce N', 'Reduce P']",jute
6.176618831,76,54,45,30,"['Reduce N', 'Reduce P']",jute
6.551130445,76,56,39,30,"['Reduce N', 'Reduce P']",jute
6.427726565,81,40,45,30,['Reduce N'],jute
6.740947635,76,44,45,30,"['Reduce N', 'Reduce P']",jute
6.130136384,69,47,40,30,"['Reduce N', 'Reduce P']",jute
6.667633355,82,40,45,30,['Reduce N'],jute
6.1868143920000005,69,57,35,30,"['Reduce N', 'Reduce P']",jute
6.334837865,81,36,38,30,['Reduce N'],jute
7.16214284,67,60,38,30,"['Reduce N', 'Reduce P']",jute
7.422318499,72,51,40,30,"['Reduce N', 'Reduce P']",jute
6.768001309,65,39,45,30,['Reduce N'],jute
6.348441469,78,50,43,30,"['Reduce N', 'Reduce P']",jute
6.097294061,77,52,41,30,"['Reduce N', 'Reduce P']",jute
6.14132902,89,52,42,30,"['Reduce N', 'Reduce P']",jute
7.479248124,62,49,37,30,"['Reduce N', 'Reduce P']",jute
6.509174788999999,90,48,45,30,"['Reduce N', 'Reduce P']",jute
6.57256106,66,47,36,30,"['Reduce N', 'Reduce P']",jute
7.165696848,80,52,39,30,"['Reduce N', 'Reduce P']",jute
7.207457207999999,89,52,45,30,"['Reduce N', 'Reduce P']",jute
7.124333547000001,77,51,44,30,"['Reduce N', 'Reduce P']",jute
6.4635387070000005,94,37,41,30,['Reduce N'],jute
6.856833064,75,41,35,30,"['Reduce N', 'Reduce P']",jute
7.132389299,60,55,36,30,"['Reduce N', 'Reduce P']",jute
6.235357637999999,62,56,35,30,"['Reduce N', 'Reduce P']",jute
6.704273839,84,40,42,30,['Reduce N'],jute
7.433313409,100,56,40,30,"['Reduce N', 'Reduce P']",jute
6.109478059,75,56,44,30,"['Reduce N', 'Reduce P']",jute
7.095413294,78,46,42,30,"['Reduce N', 'Reduce P']",jute
6.352076782999999,82,48,36,30,"['Reduce N', 'Reduce P']",jute
6.6587699910000016,100,58,41,30,"['Reduce N', 'Reduce P']",jute
7.0518224720000005,88,50,40,30,"['Reduce N', 'Reduce P']",jute
7.333143205,67,41,40,30,"['Reduce N', 'Reduce P']",jute
6.352771037,72,42,43,30,"['Reduce N', 'Reduce P']",jute
7.124050134,89,40,43,30,['Reduce N'],jute
6.998787171,89,57,43,30,"['Reduce N', 'Reduce P']",jute
6.537914957999999,61,41,44,30,"['Reduce N', 'Reduce P']",jute
7.171054239,79,45,43,30,"['Reduce N', 'Reduce P']",jute
7.228268227999999,84,40,43,30,['Reduce N'],jute
7.319952206,98,43,35,30,"['Reduce N', 'Reduce P']",jute
6.613341342999999,75,36,44,30,['Reduce N'],jute
6.096838784,89,58,35,30,"['Reduce N', 'Reduce P']",jute
6.132570522999999,91,41,37,30,"['Reduce N', 'Reduce P']",jute
7.36008498,77,48,36,30,"['Reduce N', 'Reduce P']",jute
7.321619041,66,58,35,30,"['Reduce N', 'Reduce P']",jute
7.175170657000001,62,59,41,30,"['Reduce N', 'Reduce P']",jute
7.299076163,82,35,35,30,['Reduce N'],jute
6.842966478999998,61,41,35,30,"['Reduce N', 'Reduce P']",jute
6.356295567999999,99,57,38,30,"['Reduce N', 'Reduce P']",jute
6.508342839,70,42,43,30,"['Reduce N', 'Reduce P']",jute
7.098227926,90,59,35,30,"['Reduce N', 'Reduce P']",jute
6.310699968,73,43,42,30,"['Reduce N', 'Reduce P']",jute
7.093328631,67,46,44,30,"['Reduce N', 'Reduce P']",jute
6.691074249,84,37,42,30,['Reduce N'],jute
6.187746776,72,41,36,30,"['Reduce N', 'Reduce P']",jute
6.491506245,71,56,37,30,"['Reduce N', 'Reduce P']",jute
6.855362875,64,53,38,30,"['Reduce N', 'Reduce P']",jute
7.124571593,65,54,39,30,"['Reduce N', 'Reduce P']",jute
6.067302109,60,58,37,30,"['Reduce N', 'Reduce P']",jute
6.432051512,86,39,43,30,['Reduce N'],jute
6.253408852000001,90,50,44,30,"['Reduce N', 'Reduce P']",jute
7.287318722999999,91,38,36,30,['Reduce N'],jute
7.161865733,87,48,38,30,"['Reduce N', 'Reduce P']",jute
6.065898282999999,72,41,36,30,"['Reduce N', 'Reduce P']",jute
7.311077075,71,54,35,30,"['Reduce N', 'Reduce P']",jute
6.581693772,82,46,41,30,"['Reduce N', 'Reduce P']",jute
6.732826127,71,52,43,30,"['Reduce N', 'Reduce P']",jute
6.014572075,80,43,43,30,"['Reduce N', 'Reduce P']",jute
6.663559451,77,55,43,30,"['Reduce N', 'Reduce P']",jute
6.434610995,95,57,41,30,"['Reduce N', 'Reduce P']",jute
7.432768147000001,63,47,35,30,"['Reduce N', 'Reduce P']",jute
6.987332927000001,93,43,38,30,"['Reduce N', 'Reduce P']",jute
6.718725189,87,44,43,30,"['Reduce N', 'Reduce P']",jute
6.880204617,88,52,39,30,"['Reduce N', 'Reduce P']",jute
6.86106911,90,39,37,30,['Reduce N'],jute
6.7693455,90,39,43,30,['Reduce N'],jute
7.26158085,84,38,43,30,['Reduce N'],jute
7.261313694,91,21,26,30,['Reduce N'],coffee
7.235070264,107,21,26,30,['Reduce N'],coffee
7.18915558,83,38,35,30,['Reduce N'],coffee
6.431899747999999,108,24,31,30,['Reduce N'],coffee
6.42321105,116,28,34,30,['Reduce N'],coffee
6.869720196,116,23,25,30,['Reduce N'],coffee
6.973839707000001,109,31,27,30,['Reduce N'],coffee
7.184801627000001,89,25,34,30,['Reduce N'],coffee
6.351823783,118,18,32,30,['Reduce N'],coffee
6.392048018,111,32,34,30,['Reduce N'],coffee
6.119892347,84,36,28,30,['Reduce N'],coffee
6.910823945,85,33,25,30,['Reduce N'],coffee
6.501157208,99,15,27,30,['Reduce N'],coffee
7.027585558999999,81,30,31,30,['Reduce N'],coffee
7.13411409,95,39,29,30,['Reduce N'],coffee
6.6477659970000005,81,34,30,30,['Reduce N'],coffee
6.703270635,80,15,28,30,['Reduce N'],coffee
7.493191968,104,20,26,30,['Reduce N'],coffee
6.724688502999999,109,29,28,30,['Reduce N'],coffee
6.043485685,100,32,26,30,['Reduce N'],coffee
7.101661011,100,24,28,30,['Reduce N'],coffee
7.466900682999999,83,21,28,30,['Reduce N'],coffee
6.877799264,120,23,28,30,['Reduce N'],coffee
6.410992833,104,26,30,30,['Reduce N'],coffee
7.393825704,108,33,31,30,['Reduce N'],coffee
7.482414225,91,25,26,30,['Reduce N'],coffee
6.081172981,86,26,27,30,['Reduce N'],coffee
6.516312148,98,18,27,30,['Reduce N'],coffee
6.0433309510000015,111,27,31,30,['Reduce N'],coffee
6.959404135,84,39,35,30,['Reduce N'],coffee
7.238109556,98,27,27,30,['Reduce N'],coffee
7.234258375,118,21,34,30,['Reduce N'],coffee
6.691541233,103,27,31,30,['Reduce N'],coffee
6.809593554,82,24,33,30,['Reduce N'],coffee
6.485761419,86,31,35,30,['Reduce N'],coffee
6.784460602,88,35,35,30,['Reduce N'],coffee
7.167092586,84,27,29,30,['Reduce N'],coffee
6.73410539,120,40,33,30,['Reduce N'],coffee
6.779984384,106,40,30,30,['Reduce N'],coffee
7.277422737999999,113,21,33,30,['Reduce N'],coffee
7.21270048,117,34,25,30,['Reduce N'],coffee
7.487266991,80,30,25,30,['Reduce N'],coffee
7.231166546,88,21,27,30,['Reduce N'],coffee
6.559817161000002,113,33,34,30,['Reduce N'],coffee
6.979590627,87,23,28,30,['Reduce N'],coffee
6.779230041,113,15,29,30,['Reduce N'],coffee
6.217974349,98,29,30,30,['Reduce N'],coffee
7.205078785,97,29,27,30,['Reduce N'],coffee
6.854011265,85,35,32,30,['Reduce N'],coffee
6.246872394,82,29,35,30,['Reduce N'],coffee
6.911066044,103,33,25,30,['Reduce N'],coffee
6.777417989,112,17,28,30,['Reduce N'],coffee
6.273741983,99,19,33,30,['Reduce N'],coffee
6.906124587000001,120,20,34,30,['Reduce N'],coffee
7.162802357,114,27,28,30,['Reduce N'],coffee
6.9557873510000015,100,40,35,30,['Reduce N'],coffee
6.971963169,108,35,25,30,['Reduce N'],coffee
6.840927967000001,115,31,30,30,['Reduce N'],coffee
6.536676653,87,28,30,30,['Reduce N'],coffee
6.089443602999999,82,24,26,30,['Reduce N'],coffee
7.456460375,94,26,27,30,['Reduce N'],coffee
6.759211911,87,28,35,30,['Reduce N'],coffee
7.460174812000001,118,40,35,30,['Reduce N'],coffee
6.652642579,87,38,29,30,['Reduce N'],coffee
6.026287448,92,40,30,30,['Reduce N'],coffee
6.074190142000001,97,22,26,30,['Reduce N'],coffee
7.0455430560000005,99,40,32,30,['Reduce N'],coffee
6.9932360010000005,89,28,33,30,['Reduce N'],coffee
6.726528895,112,39,29,30,['Reduce N'],coffee
6.937352845,111,28,26,30,['Reduce N'],coffee
7.27905689,114,20,26,30,['Reduce N'],coffee
7.079850922,117,26,30,30,['Reduce N'],coffee
6.136286518,111,29,31,30,['Reduce N'],coffee
6.5052036960000015,119,30,28,30,['Reduce N'],coffee
7.042089492000001,116,40,33,30,['Reduce N'],coffee
6.348337518999998,95,37,35,30,['Reduce N'],coffee
7.432322234,86,40,33,30,['Reduce N'],coffee
6.787658922,117,37,32,30,['Reduce N'],coffee
6.743417121,105,18,35,30,['Reduce N'],coffee
7.00733163,109,23,25,30,['Reduce N'],coffee
7.303033217,80,18,31,30,['Reduce N'],coffee
6.861235184,101,31,26,30,['Reduce N'],coffee
7.131435858,103,33,33,30,['Reduce N'],coffee
7.288211994,93,26,27,30,['Reduce N'],coffee
6.983732393,104,35,28,30,['Reduce N'],coffee
6.172090205,116,36,25,30,['Reduce N'],coffee
6.35118177,107,38,29,30,['Reduce N'],coffee
6.908671378999999,101,33,33,30,['Reduce N'],coffee
6.766184468,107,31,31,30,['Reduce N'],coffee
6.392791654,99,16,30,30,['Reduce N'],coffee
6.3483162570000005,103,40,30,30,['Reduce N'],coffee
6.123796057000001,118,31,34,30,['Reduce N'],coffee
7.4285236339999985,106,21,35,30,['Reduce N'],coffee
6.020947179,116,38,34,30,['Reduce N'],coffee
6.334610249,97,35,26,30,['Reduce N'],coffee
6.78006386,107,34,32,30,['Reduce N'],coffee
6.086922359,99,15,27,30,['Reduce N'],coffee
6.362607851,118,33,30,30,['Reduce N'],coffee
6.758792552,117,32,34,30,['Reduce N'],coffee
6.779832611000002,104,18,30,30,['Reduce N'],coffee
